plot,trt,trt2,spp,anpp
N32-1,N32,N+,Anemone?rivularis,0.0504
N32-1,N32,N+,Potentilla?anserina,1.96
N32-1,N32,N+,Deschampsia?caespitosa,81.44
N32-1,N32,N+,Carum?carvi,52.04
N32-1,N32,N+,Ligularia?virgaurea,101.2
N32-1,N32,N+,Taraxacum?mongolicum,1.76
N32-1,N32,N+,Lancea?tibetica,0.88
N32-1,N32,N+,Euphorbia?esula?,5.9724
N32-1,N32,N+,Koeleria cristata,10.6
N32-1,N32,N+,Carex?limosa,130.44
N32-1,N32,N+,Cremanthodium?lineare,12.8
N32-1,N32,N+,Vicia?sepium,0.1124
N32-1,N32,N+,Polygonum?viviparum,2.12
N32-2,N32,N+,Anemone?rivularis,7.04
N32-2,N32,N+,Potentilla?anserina,6.92
N32-2,N32,N+,Deschampsia?caespitosa,197.16
N32-2,N32,N+,Oxytropis?kansuensis,1.6
N32-2,N32,N+,Carum?carvi,18.68
N32-2,N32,N+,Gentiana sino-ornata,1.12
N32-2,N32,N+,Artemisia?roxburghiana,0.16
N32-2,N32,N+,Leontopodium leontopodioides,0.11
N32-2,N32,N+,Agrostis matsumurae,8.72
N32-2,N32,N+,Commelina diffusa,0.4164
N32-2,N32,N+,Artemisia?frigida,4.24
N32-2,N32,N+,Potentilla?fragarioides,19.6
N32-2,N32,N+,Taraxacum?mongolicum,2.5944
N32-2,N32,N+,Euphorbia?esula?,1.086
N32-2,N32,N+,Kobresia?myosuroides,70.4
N32-2,N32,N+,Koeleria cristata,27.32
N32-2,N32,N+,Carex?limosa,67.04
N32-2,N32,N+,Cremanthodium?lineare,1.5816
N32-2,N32,N+,Anemone?trullifolia,5.48
N32-2,N32,N+,Vicia?sepium,3.92
N32-2,N32,N+,Polygonum?viviparum,75.04
N32-3,N32,N+,Anemone?rivularis,7.92
N32-3,N32,N+,Elymus?nutans,11.6
N32-3,N32,N+,Deschampsia?caespitosa,204.56
N32-3,N32,N+,Oxytropis?kansuensis,3.52
N32-3,N32,N+,Allium?sikkimense,0.3108
N32-3,N32,N+,Ranunculus?japonicus,0.7624
N32-3,N32,N+,Aster?alpinus,0.5536
N32-3,N32,N+,Carum?carvi,37.92
N32-3,N32,N+,Festuca?rubra,11.36
N32-3,N32,N+,Agrostis matsumurae,3.7364
N32-3,N32,N+,Commelina diffusa,0.36
N32-3,N32,N+,Geranium pratense,0.1712
N32-3,N32,N+,Artemisia?frigida,0.8844
N32-3,N32,N+,Potentilla?fragarioides,33
N32-3,N32,N+,Taraxacum?mongolicum,0.56
N32-3,N32,N+,Lancea?tibetica,0.8644
N32-3,N32,N+,Euphorbia?esula?,2.36
N32-3,N32,N+,Kobresia?myosuroides,53.6
N32-3,N32,N+,Koeleria cristata,53.16
N32-3,N32,N+,Carex?limosa,28.08
N32-3,N32,N+,Cremanthodium?lineare,0.4976
N32-3,N32,N+,Vicia?sepium,0.6032
N32-3,N32,N+,Euphrasia?pectinata,0.1564
N32-3,N32,N+,Polygonum?viviparum,102.44
N32-3,N32,N+,Delphinium?grandiflorum,6.68
N32-4,N32,N+,Anemone?rivularis,4.44
N32-4,N32,N+,Elymus?nutans,47.16
N32-4,N32,N+,Potentilla?anserina,1
N32-4,N32,N+,Deschampsia?caespitosa,153.4
N32-4,N32,N+,Agrostis matsumurae,7.76
N32-4,N32,N+,Geranium pratense,0.9228
N32-4,N32,N+,Pedicularis?spicata,0.4128
N32-4,N32,N+,Taraxacum?mongolicum,2.2532
N32-4,N32,N+,Euphorbia?esula?,40.68
N32-4,N32,N+,Kobresia?myosuroides,3.36
N32-4,N32,N+,Koeleria cristata,17.6
N32-4,N32,N+,Carex?limosa,57.04
N32-4,N32,N+,Cremanthodium?lineare,1.0596
N32-4,N32,N+,Vicia?sepium,0.4028
N32-4,N32,N+,Polygonum?viviparum,220.36
N32-4,N32,N+,Delphinium?grandiflorum,0.3724
N32-4,N32,N+,Anemone?trullifolia,0.1044
N32-4,N32,N+,Angelica?apaensis,0.44
N32-5,N32,N+,Anemone?rivularis,14.08
N32-5,N32,N+,Deschampsia?caespitosa,155.56
N32-5,N32,N+,Oxytropis?kansuensis,1.1296
N32-5,N32,N+,Carum?carvi,3.3836
N32-5,N32,N+,Festuca?rubra,0.88
N32-5,N32,N+,Ligularia?virgaurea,99.76
N32-5,N32,N+,Leontopodium leontopodioides,3.4188
N32-5,N32,N+,Agrostis matsumurae,0.2924
N32-5,N32,N+,Commelina diffusa,0.5488
N32-5,N32,N+,Geranium pratense,0.548
N32-5,N32,N+,Artemisia?frigida,1.0152
N32-5,N32,N+,Gentiana?algida?,0.2444
N32-5,N32,N+,Pedicularis?spicata,5.2
N32-5,N32,N+,Kobresia?myosuroides,109.12
N32-5,N32,N+,Koeleria cristata,4.6
N32-5,N32,N+,Carex?limosa,31.12
N32-5,N32,N+,Cremanthodium?lineare,24.2
N32-5,N32,N+,Vicia?sepium,5.6
N32-5,N32,N+,Polygonum?viviparum,160.4
