plot,trt,trt2,spp,anpp
N32-4,N32,N+,Deschampsia?caespitosa,51.44
N32-4,N32,N+,Euphorbia?esula?,51.56
N32-4,N32,N+,Kobresia?myosuroides,17.32
N32-4,N32,N+,Koeleria cristata,10.32
N32-4,N32,N+,Carex?limosa,72.84
N32-4,N32,N+,Cremanthodium?lineare,0.222
N32-4,N32,N+,Polygonum?viviparum,2.9092
N32-4,N32,N+,Angelica?apaensis,17.04
N32-4,N32,N+,Trollius?chinensis,0.116
N32-5,N32,N+,Anemone?rivularis,1.276
N32-5,N32,N+,Elymus?nutans,8.1432
N32-5,N32,N+,Deschampsia?caespitosa,68.8
N32-5,N32,N+,Ligularia?virgaurea,15.7832
N32-5,N32,N+,Agrostis matsumurae,0.2332
N32-5,N32,N+,Euphorbia?esula?,1.0568
N32-5,N32,N+,Kobresia?myosuroides,6.3436
N32-5,N32,N+,Koeleria cristata,0.022
N32-5,N32,N+,Carex?limosa,50.16
N32-5,N32,N+,Polygonum?viviparum,24.4588
